Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,Locus Type,Is Pseudogene,Is Obsolete,Is Partial Gene,Transmembrane Helices,Signal Peptides,Scaffold External Accession,Scaffold GC %,COG,Pfam,Tigrfam,Enzyme,KO,IMG Term
638211526,YIL021W,"DNA-directed RNA polymerase, subunit D (EC 2.7.7.6)",638208609,Saccharomyces cerevisiae S288C,1,RPB3,NP_012243,chromosome IX,312903,313859,+,CDS,No,No,,,,NC_001141,0.39,"COG0202===DNA-directed RNA polymerase, alpha subunit/40 kD subunit",pfam01193===RNA_pol_L<<>>pfam01000===RNA_pol_A_bac,,,"KO:K03011===RPB3, POLR2C===DNA-directed RNA polymerase II subunit RPB3","1966===DNA-directed RNA polymerase, subunit D (EC 2.7.7.6)"
638211525,YIL022W,"Peripheral mitochondrial membrane protein involved in mitochondrial protein import, tethers essential chaperone Ssc1p to the translocon channel at the matrix side of the inner membrane",638208609,Saccharomyces cerevisiae S288C,1,TIM44,NP_012242,chromosome IX,311163,312458,+,CDS,No,No,,,,NC_001141,0.39,,pfam04280===Tim44,"TIGR00984===mitochondrial import inner membrane, translocase subunit",,KO:K17804===TIM44===mitochondrial import inner membrane translocase subunit TIM44,
638211524,YIL023C,"Yeast KE4, yeast ortholog of the mouse KE4",638208609,Saccharomyces cerevisiae S288C,1,YKE4,NP_012241,chromosome IX,309384,310424,-,CDS,No,No,,5,1,NC_001141,0.39,COG0428===Zinc transporter ZupT,pfam02535===Zip,,,"KO:K14713===SLC39A7, KE4, ZIP7===solute carrier family 39 (zinc transporter), member 7",
638211523,YIL024C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YIL024C,NP_012240,chromosome IX,308600,309169,-,CDS,No,No,,,,NC_001141,0.39,,pfam16561===AMPK1_CBM,,,,
638211522,YIL026C,"Subunit of the cohesin complex, which is required for sister chromatid cohesion during mitosis and meiosis and interacts with centromeres and chromosome arms, essential for viability",638208609,Saccharomyces cerevisiae S288C,1,IRR1,NP_012238,chromosome IX,304475,307927,-,CDS,No,No,,,,NC_001141,0.39,,pfam08514===STAG,,,"KO:K06671===STAG1_2, SCC3, IRR1===cohesin complex subunit SA-1/2",
638211521,YIL027C,Protein of unknown function; null mutant shows K1 killer toxin resistance,638208609,Saccharomyces cerevisiae S288C,1,KRE27,NP_012237,chromosome IX,303677,304102,-,CDS,No,No,,2,,NC_001141,0.39,,pfam10270===MMgT,,,,
638211520,YIL029C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YIL029C,NP_012235,chromosome IX,300827,301255,-,CDS,No,No,,2,,NC_001141,0.39,,pfam15701===DUF4668,,,,
638211518,YIL030C,"Ubiquitin-protein ligase of the ER/nuclear envelope, required for degradation of Alpha2p and other proteins containing a Deg1 degradation signal; ssm4 mutation suppresses mRNA instability caused by an rna14 mutation",638208609,Saccharomyces cerevisiae S288C,1,SSM4,NP_012234,chromosome IX,296049,300008,-,CDS,No,No,,14,,NC_001141,0.39,COG5183===E3 ubiquitin-protein ligase DOA10,pfam12906===RINGv,,EC:2.3.2.27===RING-type E3 ubiquitin transferase.,"KO:K10661===MARCH6, DOA10===E3 ubiquitin-protein ligase MARCH6 [EC:2.3.2.27]",
638211517,YIL031W,"Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins, plays a role in chromosome cohesion at centromeric regions and recovery from checkpoint arrest induced by DNA damage or DNA replication defects; potential Cdc28p substrate",638208609,Saccharomyces cerevisiae S288C,1,ULP2,NP_012233,chromosome IX,292632,295736,+,CDS,No,No,,,,NC_001141,0.39,"COG5160===Protease, Ulp1 family",pfam02902===Peptidase_C48,,EC:3.4.22.68===Ulp1 peptidase.,KO:K08596===SENP7===sentrin-specific protease 7 [EC:3.4.22.68],
638211516,YIL033C,"Regulatory subunit of the cyclic AMP-dependent protein kinase (PKA), a component of a signaling pathway that controls a variety of cellular processes, including metabolism, cell cycle, stress response, stationary phase, and sporulation",638208609,Saccharomyces cerevisiae S288C,1,BCY1,NP_012231,chromosome IX,290418,291668,-,CDS,No,No,,,,NC_001141,0.39,,pfam02197===RIIa<<>>pfam00027===cNMP_binding,,,KO:K04739===PRKAR===cAMP-dependent protein kinase regulator,
638211515,YIL034C,Beta subunit of the capping protein (CP) heterodimer (Cap1p and Cap2p) which binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches,638208609,Saccharomyces cerevisiae S288C,1,CAP2,NP_012230,chromosome IX,289225,290088,-,CDS,No,No,,,,NC_001141,0.39,,pfam01115===F_actin_cap_B,,,"KO:K10365===CAPZB===capping protein (actin filament) muscle Z-line, beta",
638211514,YIL035C,"Alpha catalytic subunit of casein kinase 2, a Ser/Thr protein kinase with roles in cell growth and proliferation; the holoenzyme also contains CKA2, CKB1 and CKB2, the many substrates include transcription factors and all RNA polymerases",638208609,Saccharomyces cerevisiae S288C,1,CKA1,NP_012229,chromosome IX,287789,288907,-,CDS,No,No,,,,NC_001141,0.39,COG0515===Serine/threonine protein kinase,pfam00069===Pkinase,,EC:2.7.11.1===Non-specific serine/threonine protein kinase.,KO:K03097===CSNK2A===casein kinase II subunit alpha [EC:2.7.11.1],
638211513,YIL036W,"Basic leucine zipper (bZIP) transcription factor of the ATF/CREB family, activates transcription of genes involved in utilization of non-optimal carbon sources; involved in telomere maintenance",638208609,Saccharomyces cerevisiae S288C,1,CST6,NP_012228,chromosome IX,285665,287428,+,CDS,No,No,,,,NC_001141,0.39,,pfam00170===bZIP_1,,,,
638211512,YIL037C,"Pheromone-regulated protein, predicted to have 4 transmembrane segments and a coiled coil domain; regulated by Ste12p",638208609,Saccharomyces cerevisiae S288C,1,PRM2,NP_012227,chromosome IX,283028,284998,-,CDS,No,No,,4,,NC_001141,0.39,,,,,,
638211511,YIL038C,"Subunit of the CCR4-NOT complex, which is a global transcriptional regulator with roles in transcription initiation and elongation and in mRNA degradation",638208609,Saccharomyces cerevisiae S288C,1,NOT3,NP_012226,chromosome IX,280141,282651,-,CDS,No,No,,,,NC_001141,0.39,,pfam04153===NOT2_3_5<<>>pfam04065===Not3,,,"KO:K12580===CNOT3, NOT3===CCR4-NOT transcription complex subunit 3",
638211510,YIL039W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,TED1,NP_012225,chromosome IX,278425,279846,+,CDS,No,No,,1,,NC_001141,0.39,,pfam00149===Metallophos,,,,
638211509,YIL040W,Protein involved in nucleocytoplasmic transport of mRNA,638208609,Saccharomyces cerevisiae S288C,1,APQ12,NP_012224,chromosome IX,277722,278138,+,CDS,No,No,,2,,NC_001141,0.39,,pfam12716===Apq12,,,,
638211508,YIL041W,Golgi vesicle protein of unknown function; localizes to both early and late Golgi vesicles,638208609,Saccharomyces cerevisiae S288C,1,GVP36,NP_012223,chromosome IX,276524,277504,+,CDS,No,No,,,,NC_001141,0.39,,pfam10455===BAR_2,,,,
638211507,YIL042C,"Mitochondrial kinase, phosphorylates pyruvate dehydrogenase alpha subunit Pda1p",638208609,Saccharomyces cerevisiae S288C,1,PKP1,NP_012222,chromosome IX,275107,276291,-,CDS,No,No,,,,NC_001141,0.39,,pfam02518===HATPase_c<<>>pfam10436===BCDHK_Adom3,,,,
638211506,YIL043C,"Microsomal cytochrome b reductase, not essential for viability; also detected in mitochondria",638208609,Saccharomyces cerevisiae S288C,1,CBR1,NP_012221,chromosome IX,274071,274925,-,CDS,No,No,,1,,NC_001141,0.39,COG0543===NAD(P)H-flavin reductase,pfam00175===NAD_binding_1<<>>pfam00970===FAD_binding_6,,EC:1.6.2.2===Cytochrome-b5 reductase.,KO:K00326===E1.6.2.2===cytochrome-b5 reductase [EC:1.6.2.2],
638211505,YIL044C,"ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector, involved in Trans-Golgi-Network (TGN) transport; contains C2C2H2 cysteine/histidine motif",638208609,Saccharomyces cerevisiae S288C,1,AGE2,NP_012220,chromosome IX,272949,273845,-,CDS,No,No,,,,NC_001141,0.39,,pfam01412===ArfGap,,,KO:K12486===SMAP===stromal membrane-associated protein,
638211504,YIL045W,Putative type-1 protein phosphatase targeting subunit that tethers Glc7p type-1 protein phosphatase to Gsy2p glycogen synthase,638208609,Saccharomyces cerevisiae S288C,1,PIG2,NP_012219,chromosome IX,271160,272776,+,CDS,No,No,,,,NC_001141,0.39,,pfam03370===CBM_21,,,,
638211503,YIL046W,WD-40 repeat-containing protein,638208609,Saccharomyces cerevisiae S288C,1,MET30,NP_012218,chromosome IX,268650,270572,+,CDS,No,No,,,,NC_001141,0.39,,pfam12937===F-box-like<<>>pfam00400===WD40,,,KO:K10259===MET30===F-box and WD-40 domain protein MET30,5615===WD-40 repeat-containing protein
638211501,YIL047C,Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency,638208609,Saccharomyces cerevisiae S288C,1,SYG1,NP_012217,chromosome IX,265114,267822,-,CDS,No,No,,5,,NC_001141,0.39,,pfam03105===SPX<<>>pfam03124===EXS,,,,
638211500,YIL048W,Protein involved in the retrograde transport from the Golgi complex to the ER and the endosomal membrane traffic; putative aminophospholipid translocase; member of the highly conserved Drs2 family of P-type ATPases,638208609,Saccharomyces cerevisiae S288C,1,NEO1,NP_012216,chromosome IX,261436,264891,+,CDS,No,No,,5,,NC_001141,0.39,COG0474===Magnesium-transporting ATPase (P-type),pfam13246===Cation_ATPase<<>>pfam16209===PhoLip_ATPase_N<<>>pfam00122===E1-E2_ATPase<<>>pfam16212===PhoLip_ATPase_C,"TIGR01494===ATPase, P-type (transporting), HAD superfamily, subfamily IC<<>>TIGR01652===phospholipid-translocating P-type ATPase, flippase",EC:3.6.3.1===Phospholipid-translocating ATPase.,KO:K01530===E3.6.3.1===phospholipid-translocating ATPase [EC:3.6.3.1],
638211499,YIL049W,"Protein of unknown function, involved in filamentous growth",638208609,Saccharomyces cerevisiae S288C,1,DFG10,NP_012215,chromosome IX,260157,260918,+,CDS,No,No,,4,,NC_001141,0.39,,pfam02544===Steroid_dh,,EC:1.3.1.22===3-oxo-5-alpha-steroid 4-dehydrogenase (NADP(+)).<<>>EC:1.3.1.94===Polyprenol reductase.,KO:K12345===SRD5A3===3-oxo-5-alpha-steroid 4-dehydrogenase 3 [EC:1.3.1.22 1.3.1.94],
638211498,YIL050W,"Pho85p cyclin of the Pho80p subfamily, forms a functional kinase complex with Pho85p which phosphorylates Mmr1p and is regulated by Pho81p; involved in glycogen metabolism, expression is cell-cycle regulated",638208609,Saccharomyces cerevisiae S288C,1,PCL7,NP_012214,chromosome IX,258912,259769,+,CDS,No,No,,,,NC_001141,0.39,,pfam08613===Cyclin,,,,
638211497,YIL051C,Mitochondrial protein involved in maintenance of the mitochondrial genome,638208609,Saccharomyces cerevisiae S288C,1,MMF1,NP_012213,chromosome IX,257842,258279,-,CDS,No,No,,,,NC_001141,0.39,"COG0251===Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family",pfam01042===Ribonuc_L-PSP,TIGR00004===reactive intermediate/imine deaminase,,,
638211496,YIL052C,LSU ribosomal protein L34E,638208609,Saccharomyces cerevisiae S288C,1,RPL34B,NP_012212,chromosome IX,256224,257061,-,CDS,No,No,,,,NC_001141,0.39,COG2174===Ribosomal protein L34E,pfam01199===Ribosomal_L34e,,,"KO:K02915===RP-L34e, RPL34===large subunit ribosomal protein L34e",264===LSU ribosomal protein L34E
638211495,YIL053W,glycerol 3-phosphatase (EC 3.1.3.21),638208609,Saccharomyces cerevisiae S288C,1,RHR2,NP_012211,chromosome IX,255113,255865,+,CDS,No,No,,,,NC_001141,0.39,"COG0637===Beta-phosphoglucomutase or related phosphatase, HAD superfamily",pfam13419===HAD_2,"TIGR01509===haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED",EC:3.1.3.21===Glycerol-1-phosphatase.,KO:K06117===GPP2===glycerol 3-phosphatase 2 [EC:3.1.3.21]<<>>KO:K06116===GPP1===glycerol 3-phosphatase 1 [EC:3.1.3.21],6455===glycerol 3-phosphatase (EC 3.1.3.21)
638211494,YIL055C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YIL055C,NP_012209,chromosome IX,252040,253923,-,CDS,No,No,,,,NC_001141,0.39,,,,,,
638211493,YIL056W,"Transcriptional activator, required for the vitamin H-responsive element (VHRE) mediated induction of VHT1 (Vitamin H transporter) and BIO5 (biotin biosynthesis intermediate transporter) in response to low biotin concentrations",638208609,Saccharomyces cerevisiae S288C,1,VHR1,NP_012208,chromosome IX,249989,251911,+,CDS,No,No,,,,NC_001141,0.39,,pfam04001===Vhr1,,,,
638211491,YIL057C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YIL057C,NP_012207,chromosome IX,247899,248393,-,CDS,No,No,,,,NC_001141,0.39,,pfam10843===RGI1,,,,
638211490,YIL060W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YIL060W,NP_012204,chromosome IX,246389,246823,+,CDS,No,No,,,,NC_001141,0.39,,,,,,
638211489,YIL061C,Component of U1 snRNP required for mRNA splicing via spliceosome; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein,638208609,Saccharomyces cerevisiae S288C,1,SNP1,NP_012203,chromosome IX,244654,245556,-,CDS,No,No,,,,NC_001141,0.39,COG0724=== RNA recognition motif (RRM) domain,pfam00076===RRM_1<<>>pfam12220===U1snRNP70_N,,,KO:K11093===SNRP70===U1 small nuclear ribonucleoprotein 70kDa,
638211488,YIL062C,"Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches",638208609,Saccharomyces cerevisiae S288C,1,ARC15,NP_012202,chromosome IX,243995,244459,-,CDS,No,No,,,,NC_001141,0.39,,pfam04699===P16-Arc,,,"KO:K05754===ARPC5===actin related protein 2/3 complex, subunit 5",
638211487,YIL063C,"Protein of unknown function involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p, GTP-Gsp1p, Rna1p and Crm1p; is not essential",638208609,Saccharomyces cerevisiae S288C,1,YRB2,NP_012201,chromosome IX,242758,243741,-,CDS,No,No,,,,NC_001141,0.39,,pfam00638===Ran_BP1,,,KO:K15304===RANBP3===Ran-binding protein 3,
638211486,YIL064W,Putative S-adenosylmethionine-dependent methyltransferase of the seven beta-strand family,638208609,Saccharomyces cerevisiae S288C,1,EFM4,NP_012200,chromosome IX,241940,242713,+,CDS,No,No,,,,NC_001141,0.39,,pfam13847===Methyltransf_31,,,,
638211485,YIL065C,"Mitochondrial outer membrane protein involved in membrane fission, required for localization of Dnm1p and Mdv1p during mitochondrial division",638208609,Saccharomyces cerevisiae S288C,1,FIS1,NP_012199,chromosome IX,241305,241772,-,CDS,No,No,,1,,NC_001141,0.39,,pfam14853===Fis1_TPR_C<<>>pfam14852===Fis1_TPR_N,,,"KO:K17969===FIS1, TTC11, MDV2===mitochondrial fission 1 protein",
638211484,YIL066C,"Ribonucleotide-diphosphate reductase (RNR), large subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits",638208609,Saccharomyces cerevisiae S288C,1,RNR3,NP_012198,chromosome IX,238096,240705,-,CDS,No,No,,,,NC_001141,0.39,COG0209===Ribonucleotide reductase alpha subunit,pfam03477===ATP-cone<<>>pfam02867===Ribonuc_red_lgC<<>>pfam00317===Ribonuc_red_lgN,"TIGR02506===ribonucleoside-diphosphate reductase, alpha subunit",EC:1.17.4.1===Ribonucleoside-diphosphate reductase.,KO:K10807===RRM1===ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1],
638211483,YIL067C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YIL067C,NP_012197,chromosome IX,235721,237757,-,CDS,No,No,,8,,NC_001141,0.39,,pfam03815===LCCL,,,,
638211482,YIL068C,"Essential 88kDa subunit of the exocyst complex, which mediates polarized targeting of secretory vesicles to active sites of exocytosis; dimeric form of Sec6p interacts with Sec9p in vitro and inhibits t-SNARE assembly",638208609,Saccharomyces cerevisiae S288C,1,SEC6,NP_012196,chromosome IX,233054,235471,-,CDS,No,No,,,,NC_001141,0.39,,pfam06046===Sec6,,,,
638211481,YIL069C,SSU ribosomal protein S24E,638208609,Saccharomyces cerevisiae S288C,1,RPS24B,NP_012195,chromosome IX,231550,232366,-,CDS,No,No,,,,NC_001141,0.39,COG2004===Ribosomal protein S24E,pfam01282===Ribosomal_S24e,,,"KO:K02974===RP-S24e, RPS24===small subunit ribosomal protein S24e",343===SSU ribosomal protein S24E
638211480,YIL070C,Acidic protein of the mitochondrial matrix involved in oxidative phosphorylation; related to the human complement receptor gC1q-R,638208609,Saccharomyces cerevisiae S288C,1,MAM33,NP_012194,chromosome IX,230269,231069,-,CDS,No,No,,,,NC_001141,0.39,,pfam02330===MAM33,,,"KO:K15414===C1QBP===complement component 1 Q subcomponent-binding protein, mitochondrial",
638211478,YIL072W,Meiosis-specific DNA binding protein that displays Red1p dependent localization to the unsynapsed axial-lateral elements of the synaptonemal complex; required for homologous chromosome synapsis and chiasma formation,638208609,Saccharomyces cerevisiae S288C,1,HOP1,NP_012193,chromosome IX,226599,228416,+,CDS,No,No,,,,NC_001141,0.39,,pfam02301===HORMA,,,KO:K12778===HOP1===meiosis-specific protein HOP1,
638211477,YIL073C,"Meiosis-specific protein with similarity to phospholipase A2, involved in completion of nuclear divisions during meiosis; induced early in meiosis",638208609,Saccharomyces cerevisiae S288C,1,SPO22,NP_012192,chromosome IX,222934,225951,-,CDS,No,No,,,,NC_001141,0.39,,pfam08631===SPO22,,,,
638211476,YIL074C,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),638208609,Saccharomyces cerevisiae S288C,1,SER33,NP_012191,chromosome IX,221078,222487,-,CDS,No,No,,,,NC_001141,0.39,COG0111===Phosphoglycerate dehydrogenase or related dehydrogenase,pfam02826===2-Hacid_dh_C<<>>pfam00389===2-Hacid_dh,TIGR01327===D-3-phosphoglycerate dehydrogenase,EC:1.1.1.95===Phosphoglycerate dehydrogenase.,"KO:K00058===serA, PHGDH===D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]",207===D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
638211475,YIL075C,26S proteasome regulatory particle non-ATPase Rpn2p,638208609,Saccharomyces cerevisiae S288C,1,RPN2,NP_012190,chromosome IX,217860,220697,-,CDS,No,No,,,,NC_001141,0.39,,pfam13646===HEAT_2<<>>pfam01851===PC_rep,,,"KO:K03032===PSMD1, RPN2===26S proteasome regulatory subunit N2",5278===26S proteasome regulatory particle non-ATPase Rpn2p
638211474,YIL076W,"Epsilon-COP subunit of the coatomer; regulates retrograde Golgi-to-ER protein traffic; stabilizes Cop1p, the alpha-COP and the coatomer complex; non-essential for cell growth",638208609,Saccharomyces cerevisiae S288C,1,SEC28,NP_012189,chromosome IX,216655,217545,+,CDS,No,No,,,,NC_001141,0.39,,pfam04733===Coatomer_E,,,"KO:K17268===COPE===coatomer protein complex, subunit epsilon",
638211473,YIL077C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YIL077C,NP_012188,chromosome IX,214988,215950,-,CDS,No,No,,2,,NC_001141,0.39,,pfam07954===DUF1689,,,,
638211471,YIL079C,"RING finger protein that interacts with the arginine methyltransferase Hmt1p to regulate methylation of Npl3p, which modulates Npl3p function in mRNA processing and export; has similarity to Air2p",638208609,Saccharomyces cerevisiae S288C,1,AIR1,NP_012186,chromosome IX,210920,212002,-,CDS,No,No,,,,NC_001141,0.39,,pfam00098===zf-CCHC,,,KO:K12597===AIR1_2===protein AIR1/2,
638211469,YIL082W-A,"Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes",638208609,Saccharomyces cerevisiae S288C,1,TY3B-I,NP_012184,chromosome IX,205632,210129,+,CDS,No,No,,,,NC_001141,0.39,,pfam12384===Peptidase_A2B<<>>pfam00665===rve<<>>pfam00078===RVT_1,,,KO:K07497===K07497===putative transposase,
638211468,YIL083C,Homolog to human PPCS,638208609,Saccharomyces cerevisiae S288C,1,YIL083C,NP_012183,chromosome IX,203553,204650,-,CDS,No,No,,,,NC_001141,0.39,COG0452===Phosphopantothenoylcysteine synthetase/decarboxylase,pfam04127===DFP,,EC:6.3.2.5===Phosphopantothenate--cysteine ligase.,"KO:K01922===PPCS, coaB===phosphopantothenate-cysteine ligase [EC:6.3.2.5]",
638211467,YIL084C,"Component of the Rpd3p/Sin3p deacetylase complex required for its structural integrity and catalytic activity, involved in transcriptional silencing and required for sporulation; cells defective in SDS3 display pleiotropic phenotypes",638208609,Saccharomyces cerevisiae S288C,1,SDS3,NP_012182,chromosome IX,202273,203256,-,CDS,No,No,,,,NC_001141,0.39,,pfam08598===Sds3,,,,
638211466,YIL085C,Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family,638208609,Saccharomyces cerevisiae S288C,1,KTR7,NP_012181,chromosome IX,200487,202040,-,CDS,No,No,,1,,NC_001141,0.39,,pfam01793===Glyco_transf_15,,EC:2.4.1.-===Transferases. Glycosyltransferases. Hexosyltransferases.,KO:K03854===KTR===mannosyltransferase [EC:2.4.1.-],
638211465,YIL087C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YIL087C,NP_012179,chromosome IX,199643,200116,-,CDS,No,No,,,,NC_001141,0.39,,pfam10315===Aim19,,,,
638211464,YIL088C,"Putative transporter, member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters",638208609,Saccharomyces cerevisiae S288C,1,AVT7,NP_012178,chromosome IX,197928,199400,-,CDS,No,No,,10,,NC_001141,0.39,,pfam01490===Aa_trans,,,,
638211462,YIL089W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YIL089W,NP_012177,chromosome IX,195596,196213,+,CDS,No,No,,2,,NC_001141,0.39,,pfam15701===DUF4668,,,,
638211461,YIL090W,Integral ER membrane protein with type-III transmembrane domains; mutations cause defects in cortical ER morphology in both the mother and daughter cells,638208609,Saccharomyces cerevisiae S288C,1,ICE2,NP_012176,chromosome IX,193592,195067,+,CDS,No,No,,8,,NC_001141,0.39,,pfam08426===ICE2,,,,
638211460,YIL091C,Protein required for cell viability,638208609,Saccharomyces cerevisiae S288C,1,UTP25,NP_012175,chromosome IX,191027,193192,-,CDS,No,No,,,,NC_001141,0.39,,pfam06862===UTP25,,,"KO:K14774===UTP25, DEF===U3 small nucleolar RNA-associated protein 25",
638211459,YIL092W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YIL092W,NP_012174,chromosome IX,189063,190964,+,CDS,No,No,,,,NC_001141,0.39,,,,,,
638211458,YIL093C,Mitochondrial ribosomal protein of the small subunit,638208609,Saccharomyces cerevisiae S288C,1,RSM25,NP_012173,chromosome IX,187987,188781,-,CDS,No,No,,,,NC_001141,0.39,,pfam13741===MRP-S25,,,KO:K17402===MRPS23===small subunit ribosomal protein S23,
638211457,YIL094C,homoisocitrate dehydrogenase (EC 1.1.1.87),638208609,Saccharomyces cerevisiae S288C,1,LYS12,NP_012172,chromosome IX,186514,187629,-,CDS,No,No,,,,NC_001141,0.39,COG0473===Isocitrate/isopropylmalate dehydrogenase,pfam00180===Iso_dh,TIGR02088===isopropylmalate/isohomocitrate dehydrogenases,EC:1.1.1.87===Homoisocitrate dehydrogenase.,KO:K05824===LYS12===homoisocitrate dehydrogenase [EC:1.1.1.87],517===homoisocitrate dehydrogenase (EC 1.1.1.87)
638211456,YIL095W,Protein serine/threonine kinase; regulates the organization and function of the actin cytoskeleton through the phosphorylation of the Pan1p-Sla1p-End3p protein complex,638208609,Saccharomyces cerevisiae S288C,1,PRK1,NP_012171,chromosome IX,183934,186366,+,CDS,No,No,,,,NC_001141,0.39,COG0515===Serine/threonine protein kinase,pfam00069===Pkinase,,EC:2.7.11.1===Non-specific serine/threonine protein kinase.,KO:K08853===AAK===AP2-associated kinase [EC:2.7.11.1],
638211454,YIL096C,25S rRNA (uracil2634-N3)-methyltransferase,638208609,Saccharomyces cerevisiae S288C,1,BMT5,NP_012170,chromosome IX,182114,183124,-,CDS,No,No,,,,NC_001141,0.39,,pfam10354===DUF2431,,EC:2.1.1.313===25S rRNA (uracil(2634)-N(3))-methyltransferase.,KO:K19307===BMT5===25S rRNA (uracil2634-N3)-methyltransferase [EC:2.1.1.313],
638211453,YIL097W,"Protein of unknown function, required for survival upon exposure to K1 killer toxin; involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; contains CTLH domain",638208609,Saccharomyces cerevisiae S288C,1,FYV10,NP_012169,chromosome IX,180424,181974,+,CDS,No,No,,,,NC_001141,0.39,,pfam10607===CLTH,,,"KO:K18624===MAEA, EMP===macrophage erythroblast attacher",
638211452,YIL098C,"Mitochondrial matrix protein, required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase",638208609,Saccharomyces cerevisiae S288C,1,FMC1,NP_012168,chromosome IX,179769,180236,-,CDS,No,No,,,,NC_001141,0.39,,pfam13233===Complex1_LYR_2,,,"KO:K18191===FMC1===ATP synthase assembly factor FMC1, mitochondrial",
638211451,YIL099W,glucoamylase (EC:3.2.1.3),638208609,Saccharomyces cerevisiae S288C,1,SGA1,NP_012167,chromosome IX,178001,179650,+,CDS,No,No,,1,,NC_001141,0.39,"COG3387===Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family",pfam00723===Glyco_hydro_15,,"EC:3.2.1.3===Glucan 1,4-alpha-glucosidase.",KO:K01178===E3.2.1.3===glucoamylase [EC:3.2.1.3],3202===glucoamylase (EC:3.2.1.3)
638211450,YIL101C,"Transcriptional repressor that binds to promoter sequences of the cyclin genes, CYS3, and SMF2; expression is induced by stress or starvation during mitosis, and late in meiosis; member of the Swi4p/Mbp1p family; potential Cdc28p substrate",638208609,Saccharomyces cerevisiae S288C,1,XBP1,NP_012165,chromosome IX,175304,177247,-,CDS,No,No,,,,NC_001141,0.39,,,,,,
638211448,YIL102C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YIL102C,NP_012164,chromosome IX,174579,174884,-,CDS,No,No,,,,NC_001141,0.39,,,,,,
638211446,YIL103W,"Protein required, along with Dph2p, Kti11p, Jjj3p, and Dph5p, for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph2p and Kti11p",638208609,Saccharomyces cerevisiae S288C,1,DPH1,NP_012163,chromosome IX,171748,173025,+,CDS,No,No,,,,NC_001141,0.39,COG1736===Diphthamide synthase subunit DPH2,pfam01866===Diphthamide_syn,TIGR00322===diphthamide biosynthesis enzyme Dph1/Dph2 domain<<>>TIGR00272===diphthamide biosynthesis protein 2,EC:2.5.1.108===2-(3-amino-3-carboxypropyl)histidine synthase.,"KO:K07561===dph2, DPH1===2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108]",
638211445,YIL104C,"Essential nuclear protein, required for accumulation of box H/ACA snoRNAs and for rRNA processing; interacts with Naf1p",638208609,Saccharomyces cerevisiae S288C,1,SHQ1,NP_012162,chromosome IX,169979,171502,-,CDS,No,No,,,,NC_001141,0.39,,pfam04925===SHQ1,,,KO:K14764===SHQ1===protein SHQ1,
